id,context,question,answer_text,answer_start,language,stratify,fold,gold_s
b62f6eedc,"ஆத்திரேலியா, ஆஸ்திரேலியா அல்லது அவுஸ்திரேலியா (Australia) என்பது உலகின் மிகச்சிறிய கண்டமாகவும் உலகின் மிகப்பெரும் தீவாகவும் உள்ள பெருநிலப்பரப்பையும், தாஸ்மானியா தீவு, இந்திய, பசிபிக் பெருங்கடல்களில் உள்ள சில சிறிய தீவுகளையும் உள்ளடக்கிய நாடு. இது பொதுநலவாய ஆஸ்திரேலியா (Commonwealth of Australia) என அதிகாரபூர்வமாக அழைக்கப்படுகிறது. எந்த நாட்டுடனும் இதற்கு நில எல்லை கிடையாது. இந்தோனீசியா, கிழக்குத் திமோர், பப்புவா நியூ கினி ஆகிய நாடுகள் இதன் வடக்கேயும், சொலமன் தீவுகள், வனுவாட்டு, நியூ கலிடோனியா ஆகியன வடகிழக்கேயும், நியூசிலாந்து தென்கிழக்கேயும் இதன் அயல் நாடுகளாக அமைந்துள்ளன.",சிட்னி நகரம் எந்த நாட்டில் உள்ளது?,அவுஸ்திரேலியா,32,tamil,tamil,1,"ஆத்திரேலியா, ஆஸ்திரேலியா அல்லது அவுஸ்திரேலியா (Australia) என்பது உலகின் மிகச்சிறிய கண்டமாகவும் உலகின் மிகப்பெரும் தீவாகவும் உள்ள பெருநிலப்பரப்பையும், தாஸ்மானியா தீவு, இந்திய, பசிபிக் பெருங்கடல்களில் உள்ள சில சிறிய தீவுகளையும் உள்ளடக்கிய நாடு. இது பொதுநலவாய ஆஸ்திரேலியா (Commonwealth of Australia) என அதிகாரபூர்வமாக அழைக்கப்படுகிறது. எந்த நாட்டுடனும் இதற்கு நில எல்லை கிடையாது. இந்தோனீசியா, கிழக்குத் திமோர், பப்புவா நியூ கினி ஆகிய நாடுகள் இதன் வடக்கேயும், சொலமன் தீவுகள், வனுவாட்டு, நியூ கலிடோனியா ஆகியன வடகிழக்கேயும், நியூசிலாந்து தென்கிழக்கேயும் இதன் அயல் நாடுகளாக அமைந்துள்ளன."
7d1a05033,"2009ம் ஆண்டில் இந்தியாவில் 741 இளம்பிள்ளை வாதம் தாக்கிய சம்பவங்கள் பதியப்பட்டிருந்தன. இந்தியாவில் இளம்பிள்ளை வாதம் தாக்கிய கடைசி சம்பவம் மேற்கு வங்க மாநிலத்தில் ஜனவரி 13 2011ல் தெரியவந்தது. அங்கு ஒரு 18 வயது பெண்ணுக்கு இந்த நோய் தாக்கியிருந்தது. அதன் பிறகு தொடர்ந்து 3 ஆண்டுகளாக எந்த குழந்தைக்கும் போலியோ நோய் தாக்காததால், இந்தியா தன்னை போலியோ அற்ற நாடு என்று அறிவிக்கும் நிலையை 13 சனவரி 2014இல் எட்டியது. இந்திய அரசின் இந்த அறிவிப்பு 13 சனவரி 2014இல் வருகிறது என்றாலும், உலகச் சுகாதார நிறுவனம், இந்தியாவிலிருந்து வந்த கடைசி ஆய்வு மாதிரிகள் சிலவற்றை பரிசோதித்துப் பார்த்துவிட்டுப் பின்னர் பிப்ரவரி 11ம் தேதியே தனது அத்தாட்சிப் பத்திரத்தை வழங்கும்.[4] தெலங்கானாவின் தலைநகரான ஐதராபாத்தில் உள்ள அம்பர்பேட்டை கால்வாய் நீரை பரிசோதித்தபோது போலியோ வைரஸ் அதில் கலந்திருப்பது கண்டறியப்பட்டது[5]",இந்தியாவில் இருந்து போலியோ நோய் எப்போது ஒழிக்கப்பட்டது?,13 சனவரி 2014,379,tamil,tamil,1,"2009ம் ஆண்டில் இந்தியாவில் 741 இளம்பிள்ளை வாதம் தாக்கிய சம்பவங்கள் பதியப்பட்டிருந்தன. இந்தியாவில் இளம்பிள்ளை வாதம் தாக்கிய கடைசி சம்பவம் மேற்கு வங்க மாநிலத்தில் ஜனவரி 13 2011ல் தெரியவந்தது. அங்கு ஒரு 18 வயது பெண்ணுக்கு இந்த நோய் தாக்கியிருந்தது. அதன் பிறகு தொடர்ந்து 3 ஆண்டுகளாக எந்த குழந்தைக்கும் போலியோ நோய் தாக்காததால், இந்தியா தன்னை போலியோ அற்ற நாடு என்று அறிவிக்கும் நிலையை 13 சனவரி 2014இல் எட்டியது. இந்திய அரசின் இந்த அறிவிப்பு 13 சனவரி 2014இல் வருகிறது என்றாலும், உலகச் சுகாதார நிறுவனம், இந்தியாவிலிருந்து வந்த கடைசி ஆய்வு மாதிரிகள் சிலவற்றை பரிசோதித்துப் பார்த்துவிட்டுப் பின்னர் பிப்ரவரி 11ம் தேதியே தனது அத்தாட்சிப் பத்திரத்தை வழங்கும்.[4] தெலங்கானாவின் தலைநகரான ஐதராபாத்தில் உள்ள அம்பர்பேட்டை கால்வாய் நீரை பரிசோதித்தபோது போலியோ வைரஸ் அதில் கலந்திருப்பது கண்டறியப்பட்டது[5]"
321e80660,"அணையின் சுவரானது பைஞ்சுதையினால் ஆக்கப்பட்டது. இச்சுவரின் நீளம் 2,309 மீட்டர் (7,575 அடி) உயரம் 185 மீட்டர் (607 அடி) ஆகும். அணையின் அடியில் இச்சுவர் 115 மீட்டர் (377 அடி) தடிமனாகும் மேல் பகுதியில் 40 மீட்டர் (131.2 அடி) தடிமனாகும். இத்திட்டத்திற்காக 27,200,000 கன மீட்டர் (35,600,000 கன அடி) பைஞ்சுதையும், 463,000 டன் இரும்பும் பயன்படுத்தப்பட்டது, இந்த இரும்பைக்கொண்டு 63 ஈபிள் கோபுரங்களை உருவாக்க முடியும், இதற்காக தோண்டப்பட்ட மண்ணின் அளவு 102,600,000 கன மீட்டர் (134,200,000 கன அடி).[8]. கப்பல் உயர்த்தி அணையின் வலப்பக்கத்தில் தனக்கென தனி நீர்ப்பாதையை கொண்டுள்ளது.",மூன்று ஆழ்பள்ளத்தாக்கு அணையின் உயரம் எவ்வளவு?,185 மீட்டர்,95,tamil,tamil,0,"அணையின் சுவரானது பைஞ்சுதையினால் ஆக்கப்பட்டது. இச்சுவரின் நீளம் 2,309 மீட்டர் (7,575 அடி) உயரம் 185 மீட்டர் (607 அடி) ஆகும். அணையின் அடியில் இச்சுவர் 115 மீட்டர் (377 அடி) தடிமனாகும் மேல் பகுதியில் 40 மீட்டர் (131.2 அடி) தடிமனாகும். இத்திட்டத்திற்காக 27,200,000 கன மீட்டர் (35,600,000 கன அடி) பைஞ்சுதையும், 463,000 டன் இரும்பும் பயன்படுத்தப்பட்டது, இந்த இரும்பைக்கொண்டு 63 ஈபிள் கோபுரங்களை உருவாக்க முடியும், இதற்காக தோண்டப்பட்ட மண்ணின் அளவு 102,600,000 கன மீட்டர் (134,200,000 கன அடி).[8]. கப்பல் உயர்த்தி அணையின் வலப்பக்கத்தில் தனக்கென தனி நீர்ப்பாதையை கொண்டுள்ளது."
8641ad595,"नरेन्द्र मोदी ने मुख्यमंत्री का अपना पहला कार्यकाल 7 अक्टूबर 2001 से शुरू किया। इसके बाद मोदी ने राजकोट विधानसभा चुनाव लड़ा। जिसमें काँग्रेस पार्टी के आश्विन मेहता को 14,728 मतों से हरा दिया।",नरेन्द्र मोदी ने मुख्यमंत्री का अपना पहला कार्यकाल कब से शुरू किया?,7 अक्टूबर 2001,51,hindi,hindi,3,"नरेन्द्र मोदी ने मुख्यमंत्री का अपना पहला कार्यकाल 7 अक्टूबर 2001 से शुरू किया। इसके बाद मोदी ने राजकोट विधानसभा चुनाव लड़ा। जिसमें काँग्रेस पार्टी के आश्विन मेहता को 14,728 मतों से हरा दिया।"
51c5941c1,"देवनागरी एक भारतीय लिपि है जिसमें अनेक भारतीय भाषाएँ तथा कई विदेशी भाषाएं लिखीं जाती हैं। यह बायें से दायें लिखी जाती है। इसकी पहचान एक क्षैतिज रेखा से है जिसे 'शिरिरेखा' कहते हैं। संस्कृत, पालि, हिन्दी, मराठी, कोंकणी, सिन्धी, कश्मीरी, डोगरी, खस, नेपाल भाषा (तथा अन्य नेपाली भाषाय), तामाङ भाषा, गढ़वाली, बोडो, अंगिका, मगही, भोजपुरी, नागपुरी, मैथिली, संथाली आदि भाषाएँ देवनागरी में लिखी जाती हैं। इसके अतिरिक्त कुछ स्थितियों में गुजराती, पंजाबी, बिष्णुपुरिया मणिपुरी, रोमानी और उर्दू भाषाएं भी देवनागरी में लिखी जाती हैं। देवनागरी विश्व में सर्वाधिक प्रयुक्त लिपियों में से एक है। परिचय",देवताओं की लिपि किसे कहा जाता है?,देवनागरी,0,hindi,hindi,2,"देवनागरी एक भारतीय लिपि है जिसमें अनेक भारतीय भाषाएँ तथा कई विदेशी भाषाएं लिखीं जाती हैं। यह बायें से दायें लिखी जाती है। इसकी पहचान एक क्षैतिज रेखा से है जिसे 'शिरिरेखा' कहते हैं। संस्कृत, पालि, हिन्दी, मराठी, कोंकणी, सिन्धी, कश्मीरी, डोगरी, खस, नेपाल भाषा (तथा अन्य नेपाली भाषाय), तामाङ भाषा, गढ़वाली, बोडो, अंगिका, मगही, भोजपुरी, नागपुरी, मैथिली, संथाली आदि भाषाएँ देवनागरी में लिखी जाती हैं। इसके अतिरिक्त कुछ स्थितियों में गुजराती, पंजाबी, बिष्णुपुरिया मणिपुरी, रोमानी और उर्दू भाषाएं भी देवनागरी में लिखी जाती हैं। देवनागरी विश्व में सर्वाधिक प्रयुक्त लिपियों में से एक है। परिचय"
e66505e26,"यह द्वीप 1°40'N-1°36'S, 89°16'-92°01'W निर्देशांक में मध्य पाए जाते हैं। द्वीपसमूह भूमध्य रेखा के दोनो ओर यानि उत्तरी और दक्षिणी गोलार्ध में फैले हुए हैं और ईसाबेला द्वीप ठीक भूमध्य रेखा पर स्थित है। एस्पानॉला सबसे दक्षिण में और डार्विन सबसे उत्तरी में एक दूसरे से लगभग 220 किलोमीटर (137 मील)। की दूरी पर स्थित है। हालांकि, अंतरराष्ट्रीय जल सर्वेक्षण संगठन (IHO) के अनुसार यह द्वीपसमूह पूर्णतया दक्षिण प्रशांत महासागर में स्थित है। गैलापागोस द्वीपसमूह 7880 वर्ग किमी (3042 वर्ग मील) के भूमि का प्रसार के साथ समुद्र के 45000 वर्ग किमी (28000 मील) से अधिक में फैले हैं।[1] सबसे बड़ा द्वीप ईसाबेला है, जिसका क्षेत्रफल 4640 वर्ग किमी है और यह द्वीप समूह के कुल भूमि क्षेत्र का लगभग आधा है। वोल्कन वुल्फ जिसकी ऊँचाई समुद्र तल से लगभग 1707 मीटर (5600 फुट) है, ईसाबेला द्वीप पर स्थित द्वीपसमूह की सबसे ऊँची चोटी है।",गैलापागोस द्वीपसमूह का क्षेत्रफल कितना है?,7880 वर्ग किमी,452,hindi,hindi,4,"यह द्वीप 1°40'N-1°36'S, 89°16'-92°01'W निर्देशांक में मध्य पाए जाते हैं। द्वीपसमूह भूमध्य रेखा के दोनो ओर यानि उत्तरी और दक्षिणी गोलार्ध में फैले हुए हैं और ईसाबेला द्वीप ठीक भूमध्य रेखा पर स्थित है। एस्पानॉला सबसे दक्षिण में और डार्विन सबसे उत्तरी में एक दूसरे से लगभग 220 किलोमीटर (137 मील)। की दूरी पर स्थित है। हालांकि, अंतरराष्ट्रीय जल सर्वेक्षण संगठन (IHO) के अनुसार यह द्वीपसमूह पूर्णतया दक्षिण प्रशांत महासागर में स्थित है। गैलापागोस द्वीपसमूह 7880 वर्ग किमी (3042 वर्ग मील) के भूमि का प्रसार के साथ समुद्र के 45000 वर्ग किमी (28000 मील) से अधिक में फैले हैं।[1] सबसे बड़ा द्वीप ईसाबेला है, जिसका क्षेत्रफल 4640 वर्ग किमी है और यह द्वीप समूह के कुल भूमि क्षेत्र का लगभग आधा है। वोल्कन वुल्फ जिसकी ऊँचाई समुद्र तल से लगभग 1707 मीटर (5600 फुट) है, ईसाबेला द्वीप पर स्थित द्वीपसमूह की सबसे ऊँची चोटी है।"
c2043a852,மொங்கோலியா அல்லது மங்கோலியா[5] (Mongolia) உலகின் இரண்டாவது பெரிய நிலஞ்சூழ் நாடாகும். இது ஆசியக் கண்டத்தில் அமைந்துள்ளது. இதன் வடக்கில் ரஷ்யாவும் தெற்கில் சீனாவும் எல்லைகளாக அமைந்துள்ளன. இதன் அரசியல் அமைப்பு நாடாளுமன்றக் குடியரசு ஆகும். உலான் பாட்டர் எனும் நகரமே இதன் தலைநகரமும் நாட்டின் மிகப் பெரிய நகரமும் ஆகும்.,மங்கோலியா நாட்டின் தலைநகரம் எது,உலான் பாட்டர்,236,tamil,tamil,2,மொங்கோலியா அல்லது மங்கோலியா[5] (Mongolia) உலகின் இரண்டாவது பெரிய நிலஞ்சூழ் நாடாகும். இது ஆசியக் கண்டத்தில் அமைந்துள்ளது. இதன் வடக்கில் ரஷ்யாவும் தெற்கில் சீனாவும் எல்லைகளாக அமைந்துள்ளன. இதன் அரசியல் அமைப்பு நாடாளுமன்றக் குடியரசு ஆகும். உலான் பாட்டர் எனும் நகரமே இதன் தலைநகரமும் நாட்டின் மிகப் பெரிய நகரமும் ஆகும்.
5678f8731,"लक्षद्वीप (संस्कृत: लक्ष: लाख, + द्वीप) भारत के दक्षिण-पश्चिम में अरब सागर में स्थित एक भारतीय द्वीप-समूह है। इसकी राजधानी कवरत्ती है।",लक्षद्वीप द्वीपसमूह की राजधानी क्या है?,कवरत्ती,123,hindi,hindi,3,"लक्षद्वीप (संस्कृत: लक्ष: लाख, + द्वीप) भारत के दक्षिण-पश्चिम में अरब सागर में स्थित एक भारतीय द्वीप-समूह है। इसकी राजधानी कवरत्ती है।"
1d9539cf3,"இது அலெக்ஸாண்டர்-எட்மண்ட பெக்கெரெலின் கண்டுபிடிப்பினை அடிப்படையாகக் கொண்டது. அவர் சில பொருட்கள்  ஒளியிலிருந்து வரும் ஃபோட்டான் ஒளிக்கற்றைகளால் தாக்கப்படும்போது எலக்டிரான்களை வெளியிடுவதைக் கண்டார். அவை மின்னோட்டத்தை உற்பத்தி செய்கின்றன.[10] 1880 ஆம் ஆண்டுகளில், முதல் சூரிய மின்கலம் சார்ல்ஸ் பிரிட்ஸால் கட்டமைக்கப்பட்டது.[11] இருப்பினும், மூலமுன்மாதிரி செலினிய மின்கலம் அதன் மேல் விழுகிற ஒளியை 1 சதவீதத்திற்கும் குறைவான மின்சாரமாக மாற்றின. எர்னஸ்ட் வெர்னர் வோன் சீமென்ஸ் மற்றும் ஜேம்ஸ் கிளர்க் மாக்ஸ்வெல் ஆகியோர் இந்த கண்டுபிடிப்பின் முக்கியத்துவத்தை அங்கீகரித்தனர்.[12] 1940 ஆம் ஆண்டுகளில் செய்யப்பட்ட ரஸ்ஸெல் ஓஹல்லின் பணியினைத் தொடர்ந்து, ஆய்வாளர்கள் ஜெரால்ட் பியர்ஸ்சன், கால்வின் ஃபுல்லர் மற்றும் டாரில் சாபின் 1954 ஆம் ஆண்டில் சிலிக்கன் சூரிய மின்கலத்தை உருவாக்கினர்.[13] இத்தகைய தொடக்கக்கால சூரிய மின்கலங்கள் 1 வாட் அளவுடையது 286 அமெரிக்க டாலர் விலையையும் 4.5 சதவீதம் முதல் 6 சதவீதம் வரையிலான திறனையும் கொண்டிருந்தன.[14]",சூரிய சக்தியைக் கண்டுபிடித்தவர் யார்?,அலெக்ஸாண்டர்-எட்மண்ட பெக்கெரெலின்,4,tamil,tamil,4,"இது அலெக்ஸாண்டர்-எட்மண்ட பெக்கெரெலின் கண்டுபிடிப்பினை அடிப்படையாகக் கொண்டது. அவர் சில பொருட்கள்  ஒளியிலிருந்து வரும் ஃபோட்டான் ஒளிக்கற்றைகளால் தாக்கப்படும்போது எலக்டிரான்களை வெளியிடுவதைக் கண்டார். அவை மின்னோட்டத்தை உற்பத்தி செய்கின்றன.[10] 1880 ஆம் ஆண்டுகளில், முதல் சூரிய மின்கலம் சார்ல்ஸ் பிரிட்ஸால் கட்டமைக்கப்பட்டது.[11] இருப்பினும், மூலமுன்மாதிரி செலினிய மின்கலம் அதன் மேல் விழுகிற ஒளியை 1 சதவீதத்திற்கும் குறைவான மின்சாரமாக மாற்றின. எர்னஸ்ட் வெர்னர் வோன் சீமென்ஸ் மற்றும் ஜேம்ஸ் கிளர்க் மாக்ஸ்வெல் ஆகியோர் இந்த கண்டுபிடிப்பின் முக்கியத்துவத்தை அங்கீகரித்தனர்.[12] 1940 ஆம் ஆண்டுகளில் செய்யப்பட்ட ரஸ்ஸெல் ஓஹல்லின் பணியினைத் தொடர்ந்து, ஆய்வாளர்கள் ஜெரால்ட் பியர்ஸ்சன், கால்வின் ஃபுல்லர் மற்றும் டாரில் சாபின் 1954 ஆம் ஆண்டில் சிலிக்கன் சூரிய மின்கலத்தை உருவாக்கினர்.[13] இத்தகைய தொடக்கக்கால சூரிய மின்கலங்கள் 1 வாட் அளவுடையது 286 அமெரிக்க டாலர் விலையையும் 4.5 சதவீதம் முதல் 6 சதவீதம் வரையிலான திறனையும் கொண்டிருந்தன.[14]"
d11538e85,"பாம்பு ஊர்வன வகையைச் சேர்ந்த ஒரு விலங்கு ஆகும்.முதுகெலுப்பில்லா நீளமான உடலும் சிறு தலையும் கொண்ட விலங்கு. இவை கால்கள் அற்றவையெனினும் உடலால் நிலத்தை உந்தி வேகமாக நகரவல்லவை. சில பாம்புகள் நீரிலும் நன்றாக நீந்தக்கூடியவை. பாம்புகளில் 2,700க்கும் அதிகமான வகைகள் உண்டு.நூற்றில் ஒரு விழுக்காடுக்கும் குறைவானவையே நச்சுப்பாம்புகள் (&lt; 1% ). இந்தியாவிலுள்ள நல்ல பாம்பு (நாகப்பாம்பு), கட்டுவிரியன் போன்றவை நச்சுப் பாம்புகள். இவ்வகை நச்சுப் பாம்புகள் தம்மைக் காப்பாற்றிக்கொள்ளவும் உணவுக்காகவும் எதிரி விலங்குளையும் இரைகளையும் பற்களால் கவ்விக் கடிக்கையிலே பாம்பின் பல்லுக்குப் பின்னே உள்ள நச்சுப்பையில் இருந்து வெளியேறி கடிபடும் விலங்கின் உடலுள்ளே செலுத்துகின்றது. கடிபட்ட விலங்கு விரைவில் இறக்க நேரிடும்.",உலகின் எத்தனை வகையான பாம்புகள் உள்ளன,"2,700",230,tamil,tamil,2,"பாம்பு ஊர்வன வகையைச் சேர்ந்த ஒரு விலங்கு ஆகும்.முதுகெலுப்பில்லா நீளமான உடலும் சிறு தலையும் கொண்ட விலங்கு. இவை கால்கள் அற்றவையெனினும் உடலால் நிலத்தை உந்தி வேகமாக நகரவல்லவை. சில பாம்புகள் நீரிலும் நன்றாக நீந்தக்கூடியவை. பாம்புகளில் 2,700க்கும் அதிகமான வகைகள் உண்டு.நூற்றில் ஒரு விழுக்காடுக்கும் குறைவானவையே நச்சுப்பாம்புகள் (&lt; 1% ). இந்தியாவிலுள்ள நல்ல பாம்பு (நாகப்பாம்பு), கட்டுவிரியன் போன்றவை நச்சுப் பாம்புகள். இவ்வகை நச்சுப் பாம்புகள் தம்மைக் காப்பாற்றிக்கொள்ளவும் உணவுக்காகவும் எதிரி விலங்குளையும் இரைகளையும் பற்களால் கவ்விக் கடிக்கையிலே பாம்பின் பல்லுக்குப் பின்னே உள்ள நச்சுப்பையில் இருந்து வெளியேறி கடிபடும் விலங்கின் உடலுள்ளே செலுத்துகின்றது. கடிபட்ட விலங்கு விரைவில் இறக்க நேரிடும்."
99f8e9ce4,"नरेन्द्र दामोदरदास मोदी (उच्चारण, Gujarati: નરેંદ્ર દામોદરદાસ મોદી; जन्म: १७ सितम्बर १९५०) २०१४ से भारत के १४वें प्रधानमन्त्री तथा वाराणसी से सांसद हैं।[2][3] वे भारत के प्रधानमन्त्री पद पर आसीन होने वाले स्वतंत्र भारत में जन्मे प्रथम व्यक्ति हैं। इससे पहले वे 7 अक्तूबर २००१ से 22 मई २०१४ तक गुजरात के मुख्यमंत्री रह चुके हैं। मोदी भारतीय जनता पार्टी (भाजपा) एवं राष्ट्रीय स्वयंसेवक संघ (आरएसएस) के सदस्य हैं।",नरेन्द्र मोदी जी ने मुख्यमंत्री का अपना पहला कार्यकाल कब से शुरू किया?,7 अक्तूबर २००१,261,hindi,hindi,1,"नरेन्द्र दामोदरदास मोदी (उच्चारण, Gujarati: નરેંદ્ર દામોદરદાસ મોદી; जन्म: १७ सितम्बर १९५०) २०१४ से भारत के १४वें प्रधानमन्त्री तथा वाराणसी से सांसद हैं।[2][3] वे भारत के प्रधानमन्त्री पद पर आसीन होने वाले स्वतंत्र भारत में जन्मे प्रथम व्यक्ति हैं। इससे पहले वे 7 अक्तूबर २००१ से 22 मई २०१४ तक गुजरात के मुख्यमंत्री रह चुके हैं। मोदी भारतीय जनता पार्टी (भाजपा) एवं राष्ट्रीय स्वयंसेवक संघ (आरएसएस) के सदस्य हैं।"
ab5d9ee00,"स्वप्नवासवदत्ता (वासवदत्ता का स्वप्न), महाकवि भास का प्रसिद्ध संस्कृत नाटक है। इसमें छः अंक हैं। भास के नाटकों में यह सबसे उत्कृष्ट है। क्षेमेन्द्र के बृहत्कथामंजरी तथा सोमदेव के कथासरित्सागर पर आधारित यह नाटक समग्र संस्कृतवांमय के दृश्यकाव्यों में आदर्श कृति माना जाता है।",स्वप्नवासवदत्तम् के लेखक कौन थे?,भास,46,hindi,hindi,1,"स्वप्नवासवदत्ता (वासवदत्ता का स्वप्न), महाकवि भास का प्रसिद्ध संस्कृत नाटक है। इसमें छः अंक हैं। भास के नाटकों में यह सबसे उत्कृष्ट है। क्षेमेन्द्र के बृहत्कथामंजरी तथा सोमदेव के कथासरित्सागर पर आधारित यह नाटक समग्र संस्कृतवांमय के दृश्यकाव्यों में आदर्श कृति माना जाता है।"
cfdf7685c,கல்லணை இந்தியாவின் தமிழ்நாட்டில் உள்ள உலக பழமை வாய்ந்த அணையாகும். இது ,இந்தியாவில் பழமையான அணை எது?,கல்லணை,0,tamil,tamil,0,கல்லணை இந்தியாவின் தமிழ்நாட்டில் உள்ள உலக பழமை வாய்ந்த அணையாகும். இது 
a3f5eccfc,"कंपनी राज का अर्थ है ब्रिटिश ईस्ट इण्डिया कम्पनी द्वारा भारत पर शासन। यह 1773 में शुरू किया है, जब कंपनी कोलकाता में एक राजधानी की स्थापना की है, अपनी पहली गवर्नर जनरल वार्रन हास्टिंग्स नियुक्त किया और संधि का एक परिणाम के रूप में 1764 बक्सर का युद्ध के बाद सीधे प्रशासन,[1] में शामिल हो गया है लिया जाता है। 1765 में, जब बंगाल के नवाब कंपनी से हार गया था,[2] और दीवानी प्रदान की गई थी, या बंगाल और बिहार में राजस्व एकत्रित करने का अधिकार है[3]शा सन १८५८ से,१८५७ जब तक चला और फलस्वरूप भारत सरकार के अधिनियम १८५८ के भारतीय विद्रोह के बाद, ब्रिटिश सरकार सीधे नए ब्रिटिश राज में भारत के प्रशासन के कार्य ग्रहण किया।",भारत में कंपनी का शासन किस वर्ष में शुरू हुआ था?,1773,73,hindi,hindi,2,"कंपनी राज का अर्थ है ब्रिटिश ईस्ट इण्डिया कम्पनी द्वारा भारत पर शासन। यह 1773 में शुरू किया है, जब कंपनी कोलकाता में एक राजधानी की स्थापना की है, अपनी पहली गवर्नर जनरल वार्रन हास्टिंग्स नियुक्त किया और संधि का एक परिणाम के रूप में 1764 बक्सर का युद्ध के बाद सीधे प्रशासन,[1] में शामिल हो गया है लिया जाता है। 1765 में, जब बंगाल के नवाब कंपनी से हार गया था,[2] और दीवानी प्रदान की गई थी, या बंगाल और बिहार में राजस्व एकत्रित करने का अधिकार है[3]शा सन १८५८ से,१८५७ जब तक चला और फलस्वरूप भारत सरकार के अधिनियम १८५८ के भारतीय विद्रोह के बाद, ब्रिटिश सरकार सीधे नए ब्रिटिश राज में भारत के प्रशासन के कार्य ग्रहण किया।"
321c6b4c3,"एडम स्मिथ (५जून १७२३ से १७ जुलाई १७९०) एक ब्रिटिश नीतिवेत्ता, दार्शनिक और राजनैतिक अर्थशास्त्री थे। उन्हें अर्थशास्त्र का पितामह भी कहा जाता है।आधुनिक अर्थशास्त्र के निर्माताओं में एडम स्मिथ (जून 5, 1723—जुलाई 17, 1790) का नाम सबसे पहले आता है. उनकी पुस्तक ‘राष्ट्रों की संपदा(The Wealth of Nations) ने अठारहवीं शताब्दी के इतिहासकारों एवं अर्थशास्त्रियों को बेहद प्रभावित किया है. कार्ल मार्क्स से लेकर डेविड रिकार्डो तक अनेक ख्यातिलब्ध अर्थशास्त्री, समाजविज्ञानी और राजनेता एडम स्मिथ से प्रेरणा लेते रहे हैं. बीसवीं शताब्दी के अर्थशास्त्रियों में, जिन्होंने एडम स्मिथ के विचारों से प्रेरणा ली है, उनमें मार्क्स, एंगेल्स, माल्थस, मिल, केंस(Keynes) तथा फ्राइडमेन(Friedman) के नाम उल्लेखनीय हैं. स्वयं एडम स्मिथ पर अरस्तु, जा॓न ला॓क, हा॓ब्स, मेंडविले, फ्रांसिस हचसन, ह्यूम आदि विद्वानों का प्रभाव था. स्मिथ ने अर्थशास्त्र, राजनीति दर्शन तथा नीतिशास्त्र के क्षेत्र में उल्लेखनीय कार्य किया. किंतु उसको विशेष मान्यता अर्थशास्त्र के क्षेत्र में ही मिली. आधुनिक बाजारवाद को भी एडम स्मिथ के विचारों को मिली मान्यता के रूप में देखा जा सकता है.",राष्ट्रों की संपदा' नामक पुस्तक किसके द्वारा लिखित है?,एडम स्मिथ,0,hindi,hindi,3,"एडम स्मिथ (५जून १७२३ से १७ जुलाई १७९०) एक ब्रिटिश नीतिवेत्ता, दार्शनिक और राजनैतिक अर्थशास्त्री थे। उन्हें अर्थशास्त्र का पितामह भी कहा जाता है।आधुनिक अर्थशास्त्र के निर्माताओं में एडम स्मिथ (जून 5, 1723—जुलाई 17, 1790) का नाम सबसे पहले आता है. उनकी पुस्तक ‘राष्ट्रों की संपदा(The Wealth of Nations) ने अठारहवीं शताब्दी के इतिहासकारों एवं अर्थशास्त्रियों को बेहद प्रभावित किया है. कार्ल मार्क्स से लेकर डेविड रिकार्डो तक अनेक ख्यातिलब्ध अर्थशास्त्री, समाजविज्ञानी और राजनेता एडम स्मिथ से प्रेरणा लेते रहे हैं. बीसवीं शताब्दी के अर्थशास्त्रियों में, जिन्होंने एडम स्मिथ के विचारों से प्रेरणा ली है, उनमें मार्क्स, एंगेल्स, माल्थस, मिल, केंस(Keynes) तथा फ्राइडमेन(Friedman) के नाम उल्लेखनीय हैं. स्वयं एडम स्मिथ पर अरस्तु, जा॓न ला॓क, हा॓ब्स, मेंडविले, फ्रांसिस हचसन, ह्यूम आदि विद्वानों का प्रभाव था. स्मिथ ने अर्थशास्त्र, राजनीति दर्शन तथा नीतिशास्त्र के क्षेत्र में उल्लेखनीय कार्य किया. किंतु उसको विशेष मान्यता अर्थशास्त्र के क्षेत्र में ही मिली. आधुनिक बाजारवाद को भी एडम स्मिथ के विचारों को मिली मान्यता के रूप में देखा जा सकता है."
8e1a26300,"இவை செவுள்கள், நுரையீரலால் சுவாசிக்கின்றன.",மீன் சுவாசிக்க பயன்படும் உறுப்பின் பெயர் என்ன,"செவுள்கள், நுரையீரலால்",4,tamil,tamil,1,"இவை செவுள்கள், நுரையீரலால் சுவாசிக்கின்றன."
